lat,lon,low_shaking_prob,med_shaking_prob,high_shaking_prob,Liq_Class,zero_liq,low_liq,med_liq,high_liq,points,landslide,tsunami,tsunami_binned,zero_tsunami,low_tsunami,med_tsunami,high_tsunami,No_landslide,Yes_landslide
-39.58272,176.81222,0.0385931212331719,0.40035491528011263,0.5610519634867154,No,1.0,0.0,0.0,0.0,POINT (-75.8151635899941 82.92646796990384),0.0,4.529587761620358e-41,0.0,1,0,0,0,1,0
-39.58272,176.81422,0.040652492896165675,0.4179935228870824,0.541353984216752,No,1.0,0.0,0.0,0.0,POINT (-75.81516360737194 82.92646796981001),0.0,-1.3603056077067034e-47,-0.0,1,0,0,0,1,0
-39.58272,176.81622,0.03367247425545548,0.4246817790687143,0.5416457466758302,No,1.0,0.0,0.0,0.0,POINT (-75.81516362474974 82.92646796971613),0.0,-1.127332561444474e-53,-0.0,1,0,0,0,1,0
-39.58272,176.81822,0.03611036981662476,0.4277638302943672,0.5361257998890081,No,1.0,0.0,0.0,0.0,POINT (-75.81516364212757 82.92646796962232),0.0,5.28898575259163e-61,0.0,1,0,0,0,1,0
-39.58272,176.82022,0.027324995292439175,0.4398161992570334,0.5328588054505274,No,1.0,0.0,0.0,0.0,POINT (-75.81516365950539 82.92646796952849),0.0,-6.724046007541065e-68,-0.0,1,0,0,0,1,0
-39.58272,176.82222,0.026310945671280152,0.4127099966089264,0.5609790577197935,No,1.0,0.0,0.0,0.0,POINT (-75.8151636768832 82.92646796943467),0.0,1.785807790918134e-74,0.0,1,0,0,0,1,0
-39.58272,176.82422,0.028672602678599723,0.425539566053932,0.5457878312674682,No,1.0,0.0,0.0,0.0,POINT (-75.81516369426102 82.92646796934083),0.0,2.880866417797148e-81,0.0,1,0,0,0,1,0
-39.58272,176.82622,0.04337354426103475,0.4258537609149803,0.5307726948239849,No,1.0,0.0,0.0,0.0,POINT (-75.81516371163885 82.92646796924697),0.0,-2.4797658383244706e-87,-0.0,1,0,0,0,1,0
-39.58272,176.82822,0.03564579035946483,0.406887423109224,0.5574667865313112,No,1.0,0.0,0.0,0.0,POINT (-75.81516372901666 82.92646796915315),0.0,-1.944496154696281e-94,-0.0,1,0,0,0,1,0
-39.58272,176.83022,0.03727436906472693,0.40906641738858485,0.5536592135466882,No,1.0,0.0,0.0,0.0,POINT (-75.81516374639448 82.92646796905932),0.0,3.1525802698842353e-100,0.0,1,0,0,0,1,0
-39.58272,176.83222,0.03826458680466516,0.3973804783762642,0.5643549348190706,No,1.0,0.0,0.0,0.0,POINT (-75.81516376377228 82.9264679689655),0.0,-1.2151893677397462e-107,-0.0,1,0,0,0,1,0
-39.58272,176.83422,0.03914773477161132,0.41859294740071834,0.5422593178276702,No,1.0,0.0,0.0,0.0,POINT (-75.8151637811501 82.92646796887168),0.0,-3.0724554197214613e-113,-0.0,1,0,0,0,1,0
-39.58272,176.83622,0.03130387521532631,0.4269715551326777,0.541724569651996,No,1.0,0.0,0.0,0.0,POINT (-75.81516379852792 82.9264679687778),0.0,3.762218037486858e-120,0.0,1,0,0,0,1,0
-39.58272,176.83822,0.03400481919392588,0.4347259412836097,0.5312692395224644,No,1.0,0.0,0.0,0.0,POINT (-75.81516381590573 82.92646796868398),0.0,8.245863518626527e-127,0.0,1,0,0,0,1,0
-39.58272,176.84022,0.03606160501990835,0.4161322440634037,0.547806150916688,No,1.0,0.0,0.0,0.0,POINT (-75.81516383328356 82.92646796859016),0.0,-7.092345859355296e-134,-0.0,1,0,0,0,1,0
-39.58272,176.84222,0.02610592584832259,0.41331742290362117,0.5605766512480562,No,1.0,0.0,0.0,0.0,POINT (-75.81516385066136 82.92646796849634),0.0,1.4059902639286062e-141,0.0,1,0,0,0,1,0
-39.58272,176.84422,0.036412969814565516,0.4261505243458663,0.5374365058395681,No,1.0,0.0,0.0,0.0,POINT (-75.81516386803918 82.92646796840251),0.0,-3.171490536787781e-147,-0.0,1,0,0,0,1,0
-39.58272,176.84622,0.03252292812243748,0.4138200317299703,0.5536570401475922,No,1.0,0.0,0.0,0.0,POINT (-75.81516388541699 82.92646796830863),0.0,-4.4979464962062394e-154,-0.0,1,0,0,0,1,0
-39.58272,176.84822,0.031354695991745986,0.4135261571871811,0.5551191468210729,No,1.0,0.0,0.0,0.0,POINT (-75.81516390279482 82.92646796821482),0.0,4.055048355847497e-160,0.0,1,0,0,0,1,0
-39.58272,176.85022,0.03161071775606792,0.3958676113537483,0.5725216708901838,No,1.0,0.0,0.0,0.0,POINT (-75.81516392017264 82.92646796812099),0.0,2.0496089829893566e-167,0.0,1,0,0,0,1,0
-39.58272,176.85222,0.03733025246712094,0.4076063063775093,0.5550634411553698,No,1.0,0.0,0.0,0.0,POINT (-75.81516393755047 82.92646796802717),0.0,-3.45460003989635e-173,-0.0,1,0,0,0,1,0
-39.58272,176.85422,0.03899414564449988,0.3888625617082891,0.5721432926472111,No,1.0,0.0,0.0,0.0,POINT (-75.81516395492828 82.92646796793333),0.0,5.284697581243038e-181,0.0,1,0,0,0,1,0
-39.58272,176.85622,0.04166069776638768,0.41110425454296956,0.5472350476906428,No,1.0,0.0,0.0,0.0,POINT (-75.8151639723061 82.92646796783953),0.0,1.4515952635936431e-186,0.0,1,0,0,0,1,0
-39.58272,176.85822,0.03383334638574359,0.38651195502206764,0.5796546985921887,No,1.0,0.0,0.0,0.0,POINT (-75.8151639896839 82.92646796774565),0.0,-8.535546365146338e-194,-0.0,1,0,0,0,1,0
-39.58272,176.86022,0.03567954529424112,0.39268084046902224,0.5716396142367366,No,1.0,0.0,0.0,0.0,POINT (-75.81516400706172 82.92646796765182),0.0,-2.2094761071180785e-200,-0.0,1,0,0,0,1,0
-39.58272,176.86222,0.03642537698862263,0.4022392563051136,0.5613353667062638,No,1.0,0.0,0.0,0.0,POINT (-75.81516402443954 82.926467967558),0.0,1.3746210523515221e-207,0.0,1,0,0,0,1,0
-39.58272,176.86422,0.03964281768833446,0.4125529375847359,0.5478042447269297,No,1.0,0.0,0.0,0.0,POINT (-75.81516404181737 82.92646796746418),0.0,1.102814589068402e-214,0.0,1,0,0,0,1,0
-39.58272,176.86622,0.02925909613536563,0.3940111574795664,0.576729746385068,No,1.0,0.0,0.0,0.0,POINT (-75.81516405919518 82.92646796737036),0.0,-6.803600003629626e-222,-0.0,1,0,0,0,1,0
-39.58272,176.86822,0.02928259092254266,0.39127334332598784,0.5794440657514695,No,1.0,0.0,0.0,0.0,POINT (-75.815164076573 82.92646796727648),0.0,-1.5252808930323702e-229,-0.0,1,0,0,0,1,0
-39.58272,176.87022,0.035736324022342975,0.3914439993589408,0.5728196766187162,No,1.0,0.0,0.0,0.0,POINT (-75.81516409395081 82.92646796718266),0.0,2.8861240646582585e-237,0.0,1,0,0,0,1,0
-39.58272,176.87222,0.035461190757446394,0.4052443268445259,0.5592944823980278,No,1.0,0.0,0.0,0.0,POINT (-75.81516411132864 82.92646796708884),0.0,-1.6090667017445246e-244,-0.0,1,0,0,0,1,0
-39.58272,176.87422,0.029232652174770397,0.38376875964740853,0.586998588177821,No,1.0,0.0,0.0,0.0,POINT (-75.81516412870644 82.92646796699502),0.0,6.007810719601804e-251,0.0,1,0,0,0,1,0
-39.58272,176.87622,0.03285840246075121,0.41566741528763,0.5514741822516187,No,1.0,0.0,0.0,0.0,POINT (-75.81516414608427 82.92646796690119),0.0,2.6426402612656096e-67,0.0,1,0,0,0,1,0
